,Total,,Government,,,,,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Securitized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,,,,Treasury,,Agency,,Total,,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Corporate,,,,,,,,,,Total,,U.S. MBS,,,,,,,,,,,,,,,,,,,,U.S. CMBS,,,,,,Asset Backed,,,,,,,,,,Other Mtgs,,
,Total,,,,,,,,,,,,Financial Institutions,,,,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,,,,,Utility,,,,,,,,Total,,Supranationals,,Sovereigns,,Foreign Agency,,Foreign Local Govt,,Total,,,,Agency Fixed Rate,,,,,,,,,,Agency Hybrid ARM,,,,,,,,Total,,Non Agency CMBS,,Agency CMBS,,Total,,ABS,,,,,,,,Total,,
,Total,,,,,,,,,,,,,,Banking,,Brokerage Assetmanagers Exchanges,,Finance Companies,,Insurance,,REITS,,Other Financial,,Total,,Basic Industry,,Capital Goods,,Consumer Cyclical,,Consumer Non-Cyclical,,Energy,,Technology,,Transportation,,Communications,,Industrial Other,,Total,,Electric,,Natural Gas,,Other Utility,,Total,,,,,,,,,,,,,,,,GNMA 30 year,,Conventional 30 year,,15 year,,20 year,,Total,,3/1 Hybrid ARM,,5/1 Hybrid ARM,,7/1 Hybrid ARM,,Total,,,,,,,,,,Credit,,Auto,,Utility,,Total,,
,OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),OAS,Market Value (Abs),
08/12/2016,50.0,"19,467,450,455",1.4,"7,513,495,540",0.0,"7,031,213,153",22.1,"482,282,386",133.5,"6,159,951,727",140.8,"5,067,071,657",137.7,"1,564,980,823",128.7,"1,102,704,598",154.8,"44,725,006",164.7,"51,380,333",155.9,"245,188,215",164.6,"120,695,207",243.7,"287,465",143.2,"3,111,862,178",195.6,"185,257,680",105.7,"256,320,008",124.1,"378,924,264",115.6,"801,116,204",203.9,"468,042,201",127.1,"399,757,425",129.1,"114,584,748",162.4,"488,672,271",119.3,"19,187,376",134.6,"390,228,656",133.3,"359,076,977",147.8,"25,826,028",157.1,"5,325,651",99.2,"1,092,880,070",21.7,"308,231,444",170.0,"249,878,981",94.6,"297,425,839",131.2,"237,343,806",24.1,"5,794,003,188",19.7,"5,358,652,367",19.8,"5,327,637,930",8.4,"1,473,865,152",24.3,"2,968,064,143",25.8,"701,448,221",16.0,"184,260,414",6.2,"31,014,438",50.0,"1,421,128",27.6,"12,365,410",-12.7,"17,227,900",83.6,"324,392,336",104.3,"195,782,406",52.0,"128,609,930",64.9,"93,455,823",64.9,"93,455,823",53.9,"48,386,415",77.7,"41,801,554",63.6,"3,267,854",56.4,"17,502,662",
08/19/2016,48.5,"19,499,627,396",1.5,"7,560,000,246",0.1,"7,074,604,219",22.4,"485,396,027",129.8,"6,149,371,524",136.8,"5,057,813,991",132.6,"1,565,673,815",122.9,"1,103,457,518",151.8,"44,643,124",161.0,"51,293,021",152.3,"244,590,271",162.1,"121,403,286",244.4,"286,594",139.4,"3,101,958,317",189.8,"185,337,777",103.7,"255,273,390",121.1,"377,853,698",113.4,"796,322,391",195.3,"467,910,017",123.8,"399,053,902",127.7,"113,936,028",158.8,"486,511,556",118.7,"19,759,557",132.0,"390,181,859",130.7,"359,210,149",145.5,"25,676,787",154.2,"5,294,923",97.5,"1,091,557,533",21.4,"308,778,420",164.9,"249,763,894",92.1,"297,338,437",132.7,"235,676,782",23.4,"5,790,255,626",19.3,"5,354,533,680",19.3,"5,323,526,520",9.0,"1,472,661,625",23.5,"2,965,950,498",24.3,"700,809,385",15.1,"184,105,013",6.1,"31,007,160",47.4,"1,421,628",26.9,"12,363,335",-12.2,"17,222,198",79.2,"326,073,743",97.5,"197,763,915",51.0,"128,309,828",63.0,"92,169,220",63.0,"92,169,220",52.2,"47,290,373",75.2,"41,536,000",63.7,"3,342,847",56.4,"17,478,983",
08/26/2016,46.9,"19,508,099,746",1.4,"7,539,440,869",0.1,"7,054,861,630",21.3,"484,579,238",127.9,"6,149,678,373",134.9,"5,054,428,972",130.0,"1,567,157,721",120.1,"1,104,430,606",148.7,"44,629,646",157.8,"51,222,317",150.6,"245,363,804",159.8,"121,215,878",181.4,"295,469",138.1,"3,096,854,528",188.7,"184,881,943",102.2,"254,943,621",119.2,"377,238,004",112.9,"794,645,674",192.9,"467,386,168",122.4,"398,207,322",125.8,"113,810,865",157.3,"485,983,370",117.8,"19,757,561",129.8,"390,416,723",128.5,"359,476,294",143.5,"25,649,824",152.5,"5,290,605",95.4,"1,095,249,401",21.5,"311,397,679",163.3,"248,987,478",92.2,"297,700,995",125.1,"237,163,249",20.1,"5,818,980,505",15.8,"5,384,840,984",15.9,"5,354,789,911",6.0,"1,486,705,279",20.2,"2,980,658,663",19.7,"702,097,784",10.3,"185,328,185",3.4,"30,051,074",44.1,"1,369,940",24.6,"12,022,976",-15.3,"16,658,158",78.0,"325,823,479",97.3,"196,230,190",48.8,"129,593,290",61.8,"90,873,720",61.8,"90,873,720",51.2,"47,286,348",74.1,"40,337,783",63.3,"3,249,589",56.1,"17,442,321",
09/02/2016,48.3,"19,351,963,036",1.7,"7,431,910,235",0.3,"6,960,024,479",21.7,"471,885,756",130.0,"6,106,414,927",136.6,"5,021,761,756",133.0,"1,549,446,502",123.8,"1,088,597,693",152.5,"43,358,392",159.5,"50,747,963",150.4,"246,127,523",161.9,"120,318,712",181.8,"296,219",139.2,"3,085,082,698",190.3,"184,579,326",103.3,"251,961,083",121.1,"375,563,997",113.3,"795,493,919",194.9,"464,821,332",122.9,"394,513,096",126.1,"113,920,395",158.9,"484,522,411",117.5,"19,707,138",130.8,"387,232,556",129.5,"356,243,879",144.2,"25,704,165",153.6,"5,284,512",99.0,"1,084,653,171",22.0,"305,651,377",171.2,"248,093,918",91.9,"294,954,174",131.8,"235,953,702",22.0,"5,813,637,874",18.0,"5,381,756,506",18.1,"5,351,748,067",8.8,"1,485,870,307",22.0,"2,979,143,034",22.6,"701,453,636",11.3,"185,281,091",8.1,"30,008,439",46.1,"1,368,057",28.6,"12,005,008",-9.8,"16,635,374",76.6,"326,046,388",96.1,"196,297,197",47.3,"129,749,192",57.9,"90,871,939",57.9,"90,871,939",46.7,"47,350,912",70.6,"40,264,950",62.7,"3,256,076",57.5,"14,963,041",
09/09/2016,47.7,"19,361,444,079",1.5,"7,456,705,968",0.1,"6,983,115,398",21.9,"473,590,571",130.8,"6,089,810,563",138.0,"5,005,676,166",135.1,"1,551,877,202",126.5,"1,093,357,867",152.4,"43,129,153",163.7,"50,697,937",150.8,"244,184,379",163.0,"120,212,141",181.3,"295,725",140.3,"3,068,623,513",190.1,"184,772,529",104.3,"250,611,542",122.2,"377,333,434",115.3,"789,101,641",193.7,"467,830,895",123.9,"386,100,826",127.0,"112,801,687",160.2,"480,664,140",119.1,"19,406,818",131.7,"385,175,452",130.5,"353,558,515",143.5,"26,381,734",154.2,"5,235,202",97.4,"1,084,134,397",21.3,"307,294,341",165.9,"247,270,908",91.7,"295,815,096",131.9,"233,754,053",19.9,"5,814,927,547",15.8,"5,381,246,260",15.8,"5,351,229,922",7.9,"1,485,029,763",19.3,"2,979,465,628",19.7,"701,496,699",9.4,"185,237,832",7.0,"30,016,337",46.3,"1,367,478",27.7,"12,007,701",-11.1,"16,641,159",75.9,"328,511,408",95.0,"198,974,761",46.5,"129,536,647",58.0,"90,213,621",58.0,"90,213,621",47.4,"47,321,593",70.3,"39,638,822",62.6,"3,253,206",57.0,"14,956,258",
09/16/2016,47.4,"19,369,241,828",1.6,"7,450,447,285",0.3,"6,974,915,388",20.6,"475,531,897",133.1,"6,096,084,050",139.8,"5,010,220,325",136.3,"1,552,861,344",128.2,"1,093,828,411",150.5,"43,066,355",170.5,"51,094,335",151.6,"243,554,500",159.7,"121,021,006",177.4,"296,737",142.4,"3,073,358,000",194.0,"183,068,609",106.5,"250,931,571",124.3,"375,539,499",117.2,"793,654,062",198.0,"465,745,352",125.1,"393,131,426",127.7,"113,063,630",162.3,"479,000,124",119.8,"19,223,727",133.0,"384,000,981",131.9,"352,358,335",144.4,"26,426,847",153.4,"5,215,798",102.3,"1,085,863,725",21.0,"311,546,753",181.0,"242,731,932",100.2,"298,211,171",131.4,"233,373,869",16.4,"5,822,710,493",11.8,"5,389,526,914",11.8,"5,359,490,673",3.7,"1,487,323,030",14.6,"2,984,551,537",18.4,"702,159,542",6.8,"185,456,563",6.6,"30,036,242",48.2,"1,367,745",26.6,"12,018,339",-11.3,"16,650,158",80.2,"326,785,115",100.4,"197,468,323",49.3,"129,316,792",54.8,"91,440,360",54.8,"91,440,360",45.7,"46,653,234",64.5,"41,530,694",61.8,"3,256,433",56.5,"14,958,104",
09/23/2016,47.3,"19,610,694,523",1.4,"7,579,662,783",0.0,"7,100,023,660",21.5,"479,639,124",130.6,"6,188,920,617",137.1,"5,076,717,592",133.5,"1,568,619,897",125.2,"1,105,644,084",147.7,"43,331,171",164.2,"51,608,371",150.5,"245,845,312",156.3,"121,893,490",180.7,"297,469",139.6,"3,119,877,722",187.3,"185,577,384",105.0,"252,971,697",121.3,"380,683,380",114.8,"812,311,920",194.4,"472,257,464",122.7,"396,862,034",126.5,"115,109,983",159.9,"484,553,583",118.2,"19,550,278",131.8,"388,219,972",130.6,"356,252,367",143.6,"26,698,693",152.3,"5,268,912",100.8,"1,112,203,025",21.4,"314,272,784",169.0,"263,111,558",99.9,"299,373,884",131.8,"235,444,799",18.7,"5,842,111,123",14.2,"5,410,332,970",14.2,"5,378,012,551",4.4,"1,496,284,269",18.0,"2,997,005,815",20.6,"699,298,145",8.1,"185,424,323",7.6,"32,320,419",54.1,"2,355,958",25.8,"12,598,486",-12.0,"17,365,975",82.3,"326,161,850",103.5,"195,611,820",50.5,"130,550,030",55.8,"90,671,561",55.8,"90,671,561",46.3,"44,832,761",65.2,"42,577,101",63.4,"3,261,699",56.2,"14,944,741",
09/30/2016,47.1,"19,578,701,948",1.4,"7,581,936,942",0.2,"7,101,885,401",20.6,"480,051,542",130.6,"6,154,370,092",138.3,"5,085,270,422",136.7,"1,568,642,583",129.5,"1,104,934,394",150.7,"43,268,764",164.9,"52,014,782",151.4,"245,716,038",155.7,"122,418,564",231.3,"290,040",139.9,"3,124,852,772",186.7,"185,205,462",105.9,"253,057,002",123.5,"381,841,668",115.8,"813,905,949",190.1,"473,192,410",123.8,"396,737,323",127.4,"114,861,147",160.8,"486,538,332",120.5,"19,513,480",131.9,"391,775,067",130.9,"359,480,940",141.5,"27,020,287",153.2,"5,273,840",93.8,"1,069,099,670",21.7,"316,147,221",147.5,"218,756,721",101.0,"299,170,389",131.6,"235,025,339",18.5,"5,842,394,914",13.9,"5,412,979,492",13.9,"5,380,641,538",4.4,"1,497,171,331",17.4,"2,998,304,236",20.6,"699,688,427",8.5,"185,477,544",7.3,"32,337,954",55.6,"2,356,688",25.6,"12,605,098",-12.6,"17,376,167",83.8,"325,119,580",106.6,"194,948,100",49.7,"130,171,480",55.4,"89,360,308",55.4,"89,360,308",45.9,"44,859,893",65.0,"41,237,570",64.4,"3,262,845",56.2,"14,935,533",
10/07/2016,45.3,"19,380,663,114",1.5,"7,463,225,861",0.3,"6,992,611,650",19.4,"470,614,211",126.7,"6,097,133,702",134.0,"5,038,235,769",134.1,"1,549,743,322",127.4,"1,089,496,271",150.5,"41,904,714",155.3,"51,877,826",147.0,"243,742,039",152.6,"122,433,353",226.1,"289,119",134.5,"3,101,672,649",181.2,"184,085,368",103.4,"251,541,948",121.2,"378,618,751",112.0,"807,078,784",176.9,"473,800,416",118.8,"389,833,272",124.3,"113,300,445",155.2,"483,145,101",115.6,"20,268,564",129.5,"386,819,799",128.6,"354,877,320",136.6,"27,290,006",159.7,"4,652,473",92.1,"1,058,897,932",21.6,"314,862,283",143.9,"215,731,594",97.3,"298,462,322",133.3,"229,841,733",16.4,"5,820,303,552",11.7,"5,393,551,675",11.7,"5,361,302,327",-0.1,"1,493,305,048",16.8,"2,985,859,107",16.0,"697,423,477",8.3,"184,714,695",9.3,"32,249,348",50.2,"2,352,203",25.9,"12,571,613",-8.2,"17,325,533",82.2,"322,812,245",105.1,"194,103,060",47.5,"128,709,185",52.5,"89,060,169",52.5,"89,060,169",43.5,"44,776,940",61.7,"41,028,003",59.5,"3,255,226",56.7,"14,879,463",
10/14/2016,44.3,"19,354,761,929",1.4,"7,442,252,689",0.2,"6,972,024,434",19.1,"470,228,255",123.7,"6,094,977,836",130.6,"5,033,843,657",130.7,"1,552,401,708",123.9,"1,093,199,955",146.8,"41,831,765",154.1,"51,766,404",143.5,"243,198,835",151.5,"122,115,723",225.7,"289,026",131.1,"3,096,420,264",178.0,"184,539,666",100.0,"250,912,243",117.3,"378,905,683",108.6,"805,071,465",173.2,"473,716,429",114.9,"387,206,689",121.1,"113,611,407",152.3,"481,819,573",113.5,"20,637,109",126.3,"385,021,685",125.1,"353,294,296",135.9,"27,130,159",160.2,"4,597,230",91.1,"1,061,134,179",22.1,"314,453,244",144.3,"214,620,339",93.9,"303,460,569",132.3,"228,600,027",16.0,"5,817,531,404",11.5,"5,390,830,319",11.5,"5,358,560,550",-1.1,"1,492,875,890",16.7,"2,984,277,486",16.9,"696,890,077",9.7,"184,517,097",8.3,"32,269,770",47.0,"2,355,196",25.2,"12,578,670",-9.2,"17,335,904",80.9,"323,693,431",103.3,"195,423,876",46.7,"128,269,555",49.0,"88,164,897",49.0,"88,164,897",41.8,"44,743,402",57.4,"40,164,388",44.9,"3,257,107",58.3,"14,842,757",
10/21/2016,44.3,"19,532,912,435",1.3,"7,556,274,719",0.1,"7,084,446,947",19.1,"471,827,773",122.8,"6,147,277,404",129.8,"5,067,532,938",129.3,"1,569,711,020",122.3,"1,108,057,178",144.8,"41,979,637",153.9,"51,980,799",142.5,"244,744,249",150.2,"122,659,117",225.2,"290,039",130.7,"3,109,709,431",175.2,"180,963,351",100.0,"251,971,470",117.3,"382,008,552",109.2,"808,306,976",168.9,"477,780,573",114.0,"389,210,356",121.3,"115,940,403",155.0,"482,761,671",114.9,"20,766,080",125.0,"388,112,487",123.7,"356,153,560",135.4,"27,323,561",159.9,"4,635,366",90.2,"1,079,744,466",22.3,"324,680,797",144.3,"215,488,032",92.3,"308,869,293",132.2,"230,706,345",17.3,"5,829,360,312",12.7,"5,398,289,085",12.7,"5,365,988,708",-0.3,"1,494,951,467",17.6,"2,988,774,584",20.1,"697,472,753",11.4,"184,789,904",7.6,"32,300,377",49.4,"2,356,636",25.9,"12,587,524",-11.3,"17,356,217",82.0,"324,075,433",104.3,"195,657,039",48.0,"128,418,394",51.9,"92,135,031",51.9,"92,135,031",44.8,"45,462,823",59.9,"43,411,320",44.3,"3,260,888",59.2,"14,860,764",
10/28/2016,44.5,"19,483,800,551",1.4,"7,519,369,172",0.1,"7,046,827,662",19.9,"472,541,510",124.8,"6,110,636,942",131.7,"5,035,384,537",129.4,"1,564,024,951",122.6,"1,105,041,726",144.1,"41,804,480",157.5,"51,656,562",142.1,"243,033,743",149.0,"122,190,049",163.8,"298,390",133.7,"3,085,855,275",175.5,"178,632,597",101.1,"258,110,890",120.4,"378,547,159",113.3,"798,043,624",171.4,"474,069,846",117.4,"385,766,702",120.7,"114,793,666",160.2,"477,441,324",116.2,"20,449,467",125.0,"385,504,311",123.8,"353,818,436",134.7,"27,096,185",162.4,"4,589,690",92.3,"1,075,252,405",23.9,"325,542,914",147.8,"212,688,440",96.7,"308,486,086",132.1,"228,534,965",16.2,"5,853,794,437",11.5,"5,424,378,251",11.6,"5,392,493,932",-1.6,"1,506,426,685",16.8,"2,999,090,431",17.6,"700,677,126",11.1,"186,299,691",8.5,"31,884,319",46.9,"2,401,935",26.3,"12,336,457",-9.8,"17,145,927",82.0,"322,912,071",104.1,"194,929,133",48.3,"127,982,938",53.2,"91,679,489",53.2,"91,679,489",46.2,"45,409,331",61.1,"43,018,762",47.5,"3,251,396",58.5,"14,824,626",
11/04/2016,47.0,"19,397,878,157",1.5,"7,464,055,197",0.2,"7,006,033,320",20.3,"458,021,877",129.1,"6,078,881,287",136.4,"5,011,336,215",131.4,"1,562,462,976",124.2,"1,101,622,769",147.6,"42,223,135",166.8,"51,571,673",144.3,"243,384,365",149.7,"123,361,246",164.2,"299,788",140.1,"3,064,408,216",180.5,"178,240,227",105.6,"260,050,192",124.9,"370,967,336",120.0,"791,813,884",182.4,"468,802,764",121.9,"383,938,663",124.5,"115,636,186",167.2,"474,412,285",117.4,"20,546,677",126.8,"384,465,023",125.6,"352,889,469",136.3,"26,958,073",161.4,"4,617,481",95.1,"1,067,545,072",24.3,"320,297,645",154.9,"212,539,282",99.9,"305,310,513",132.3,"229,397,633",19.7,"5,854,941,673",15.3,"5,421,279,248",15.3,"5,389,408,180",4.1,"1,504,535,377",19.4,"2,998,460,600",20.7,"700,630,076",20.1,"185,782,126",9.7,"31,871,068",49.7,"2,399,298",27.9,"12,328,692",-8.9,"17,143,077",81.8,"324,079,166",103.6,"196,212,780",48.4,"127,866,386",52.7,"94,716,388",52.7,"94,716,388",45.7,"45,497,582",59.9,"45,959,784",50.7,"3,259,022",58.5,"14,866,872",
11/11/2016,44.4,"19,102,087,122",1.5,"7,329,961,686",0.3,"6,875,517,675",19.0,"454,444,011",123.6,"5,970,616,457",129.6,"4,923,869,391",125.5,"1,540,497,219",117.9,"1,087,939,357",144.0,"41,595,248",157.7,"50,942,545",138.6,"238,413,624",147.9,"121,310,957",161.7,"295,488",132.3,"3,009,214,682",175.8,"174,002,427",101.9,"255,265,076",119.6,"364,739,962",112.6,"776,557,582",171.4,"461,985,325",111.2,"378,288,319",118.0,"112,428,317",158.1,"466,172,068",113.5,"19,775,607",124.3,"374,157,489",123.1,"343,494,430",134.8,"26,194,913",158.0,"4,468,147",95.6,"1,046,747,066",24.5,"317,563,368",156.5,"206,237,509",102.2,"300,119,891",131.7,"222,826,298",17.0,"5,801,508,980",12.5,"5,375,488,074",12.5,"5,343,735,018",-0.5,"1,493,660,998",17.8,"2,971,049,985",14.7,"695,527,983",24.6,"183,496,052",14.4,"31,753,056",29.6,"2,406,178",30.5,"12,287,543",0.8,"17,059,335",80.3,"318,222,856",101.7,"192,185,025",47.6,"126,037,831",54.8,"93,036,574",54.8,"93,036,574",46.0,"45,268,655",64.0,"44,538,647",52.5,"3,229,273",57.8,"14,761,475",
11/18/2016,45.4,"19,006,360,585",1.4,"7,327,492,433",0.2,"6,872,884,217",18.3,"454,608,217",124.6,"5,931,876,880",130.2,"4,898,596,322",125.1,"1,535,038,041",118.3,"1,084,512,838",141.3,"41,191,635",152.3,"50,081,473",136.8,"234,869,851",145.6,"124,097,280",167.8,"284,966",133.8,"2,986,097,414",173.6,"170,760,456",99.9,"252,471,005",120.8,"362,026,076",115.2,"784,937,625",171.7,"457,011,754",114.4,"371,963,988",116.8,"109,541,674",162.4,"457,941,734",113.0,"19,443,103",122.5,"377,460,867",121.3,"346,652,267",133.3,"25,839,318",148.7,"4,969,282",97.9,"1,033,280,558",25.2,"315,217,678",167.0,"201,497,281",105.8,"296,457,049",128.2,"220,108,551",19.9,"5,746,991,272",16.1,"5,326,236,541",16.1,"5,294,601,218",4.6,"1,479,825,372",21.3,"2,943,022,965",15.0,"690,270,745",29.6,"181,482,136",14.1,"31,635,323",18.4,"2,402,881",28.3,"12,247,479",3.2,"16,984,963",73.2,"317,175,366",92.9,"192,391,908",42.8,"124,783,458",53.0,"88,910,828",53.0,"88,910,828",43.4,"42,054,100",62.3,"43,650,460",53.0,"3,206,268",57.6,"14,668,537",
11/25/2016,46.9,"19,003,586,793",1.5,"7,315,557,938",0.4,"6,861,865,205",18.6,"453,692,733",124.6,"5,929,444,366",130.3,"4,895,974,933",125.7,"1,535,493,749",119.4,"1,085,520,378",141.2,"41,104,157",148.9,"50,083,629",136.9,"234,591,586",144.7,"123,910,365",172.9,"283,633",133.7,"2,983,328,093",174.4,"169,802,908",100.1,"252,084,017",121.1,"361,522,437",115.8,"781,555,339",171.0,"460,036,659",113.9,"371,728,455",117.7,"109,108,961",161.2,"458,063,337",113.1,"19,425,979",122.3,"377,153,092",121.2,"346,326,955",132.5,"25,851,242",144.6,"4,974,895",97.4,"1,033,469,433",25.6,"314,761,969",165.7,"201,123,576",105.0,"297,602,259",127.4,"219,981,628",24.6,"5,758,584,488",21.5,"5,336,789,148",21.6,"5,304,725,532",8.8,"1,486,340,653",27.2,"2,942,895,859",22.5,"691,650,769",31.7,"183,838,251",13.3,"32,063,616",16.2,"2,448,775",27.0,"11,958,307",3.6,"17,656,534",67.7,"318,435,742",87.4,"192,335,124",37.6,"126,100,618",50.0,"88,711,200",50.0,"88,711,200",40.3,"42,035,802",59.4,"43,471,012",50.6,"3,204,386",56.7,"14,648,398",
12/02/2016,45.0,"18,842,729,059",1.6,"7,188,459,521",0.4,"6,755,136,734",20.3,"433,322,788",123.6,"5,895,640,469",129.0,"4,869,168,029",125.3,"1,533,492,281",119.0,"1,085,144,750",140.2,"41,007,720",150.3,"50,154,451",136.5,"234,006,156",144.2,"122,894,528",167.9,"284,677",131.8,"2,959,406,210",172.8,"168,122,828",100.6,"243,965,559",120.4,"355,576,196",113.9,"780,415,665",164.7,"458,084,325",112.3,"368,930,942",117.5,"108,936,648",159.8,"456,405,153",115.6,"18,968,893",121.8,"376,269,538",120.6,"345,565,605",133.9,"25,767,535",146.8,"4,936,398",98.0,"1,026,472,441",25.8,"310,932,858",167.4,"200,635,902",106.1,"295,037,416",125.9,"219,866,264",18.6,"5,758,629,068",15.1,"5,338,485,589",15.1,"5,306,466,421",-1.1,"1,488,940,644",21.7,"2,942,026,468",19.5,"691,362,001",23.4,"184,137,308",14.9,"32,019,168",24.4,"2,439,716",28.8,"11,939,555",4.2,"17,639,897",67.5,"317,295,974",87.2,"191,711,690",37.3,"125,584,284",50.3,"88,182,026",50.3,"88,182,026",40.8,"42,063,466",59.6,"42,918,279",51.2,"3,200,281",57.2,"14,665,479",
12/09/2016,43.8,"18,869,754,480",1.6,"7,220,848,218",0.4,"6,784,318,916",19.9,"436,529,303",121.4,"5,898,180,403",126.9,"4,866,781,175",123.4,"1,536,678,854",116.9,"1,088,211,636",139.4,"40,882,177",147.0,"50,085,978",134.4,"233,483,503",144.7,"123,731,094",165.7,"284,467",129.5,"2,955,309,110",168.4,"167,247,022",99.4,"244,191,916",119.8,"356,794,734",113.6,"778,708,661",158.7,"459,376,346",109.7,"366,827,569",115.3,"108,448,161",156.7,"454,929,541",115.5,"18,785,160",120.4,"374,793,210",119.1,"344,266,056",131.9,"25,633,218",147.0,"4,893,936",95.5,"1,031,399,229",26.3,"310,772,701",153.4,"201,450,546",106.5,"300,137,709",125.6,"219,038,273",17.2,"5,750,725,859",13.2,"5,329,597,289",13.2,"5,297,582,170",-3.9,"1,487,136,640",20.5,"2,935,564,664",16.3,"691,184,442",23.7,"183,696,424",13.9,"32,015,119",23.7,"2,439,116",26.4,"11,944,093",4.2,"17,631,911",71.4,"317,775,845",90.6,"192,710,231",41.8,"125,065,614",52.9,"88,693,828",52.9,"88,693,828",44.7,"42,483,800",60.7,"43,016,876",56.7,"3,193,152",57.2,"14,658,897",
12/16/2016,46.0,"18,744,444,843",1.6,"7,180,396,027",0.3,"6,745,500,404",21.0,"434,895,623",118.8,"5,868,303,996",124.1,"4,842,257,221",121.4,"1,530,249,154",115.2,"1,083,282,534",137.7,"40,665,535",143.9,"49,860,090",130.9,"233,357,911",143.0,"122,801,293",168.9,"281,790",126.3,"2,938,816,894",164.9,"166,527,730",97.8,"242,668,695",117.3,"355,006,232",111.8,"777,013,123",149.7,"459,788,661",106.8,"364,761,837",111.2,"108,142,772",155.5,"446,255,667",114.3,"18,652,176",118.2,"373,191,173",116.9,"342,845,988",129.9,"25,471,790",144.1,"4,873,396",94.0,"1,026,046,776",26.9,"308,926,540",150.4,"200,358,161",103.6,"298,958,765",124.2,"217,803,311",26.8,"5,695,744,820",23.4,"5,276,702,156",23.5,"5,244,748,511",8.4,"1,471,302,239",30.3,"2,906,140,790",24.4,"685,417,384",32.8,"181,888,099",9.2,"31,953,644",13.0,"2,438,794",21.4,"11,923,438",0.4,"17,591,412",74.8,"316,196,564",93.5,"192,346,277",45.8,"123,850,287",56.7,"88,262,997",56.7,"88,262,997",47.6,"42,246,886",65.6,"42,841,998",59.0,"3,174,113",57.9,"14,583,103",
12/23/2016,45.3,"18,941,441,444",1.8,"7,295,826,630",0.5,"6,859,181,830",21.1,"436,644,800",118.2,"5,903,776,206",123.2,"4,873,542,182",120.9,"1,535,001,472",114.7,"1,087,382,453",136.2,"40,876,080",142.1,"50,153,060",130.1,"233,696,312",143.8,"122,610,692",168.2,"282,875",125.3,"2,962,731,987",164.5,"167,600,881",97.9,"247,419,946",115.5,"357,291,896",110.6,"782,283,944",149.2,"462,062,782",105.2,"367,102,711",111.3,"109,041,562",154.6,"451,104,095",114.4,"18,824,168",116.6,"375,808,723",115.4,"345,182,593",128.0,"25,713,539",142.5,"4,912,591",94.5,"1,030,234,024",28.1,"309,453,866",151.6,"201,187,292",103.1,"300,288,158",124.0,"219,304,707",25.8,"5,741,838,607",22.2,"5,317,628,356",22.3,"5,285,915,702",8.1,"1,484,023,827",29.3,"2,921,844,361",21.6,"693,918,226",27.9,"186,129,288",12.3,"31,712,654",19.2,"2,485,051",24.6,"11,657,471",3.2,"17,570,132",73.9,"321,162,842",92.9,"193,746,423",44.9,"127,416,419",58.8,"88,436,645",58.8,"88,436,645",50.5,"42,292,654",67.0,"42,963,573",58.6,"3,180,419",58.5,"14,610,764",
